"term","freq","s1","s2","s3","s4","prob"
"to sit on the",8,"to","sit","on","the",0.421052631578947
"to spend some time",8,"to","spend","some","time",0.615384615384615
"to start a new",8,"to","start","a","new",0.216216216216216
"to take him to",8,"to","take","him","to",0.533333333333333
"to take on the",8,"to","take","on","the",0.275862068965517
"to take over the",8,"to","take","over","the",0.380952380952381
"to talk to her",8,"to","talk","to","her",0.0509554140127389
"to tell me something",8,"to","tell","me","something",0.115942028985507
"to tell you what",8,"to","tell","you","what",0.0677966101694915
"to thank you for",8,"to","thank","you","for",1
"to the heart of",8,"to","the","heart","of",0.571428571428571
"to the next one",8,"to","the","next","one",0.0975609756097561
"to the real world",8,"to","the","real","world",0.571428571428571
"to the right of",8,"to","the","right","of",0.205128205128205
"to the sound of",8,"to","the","sound","of",1
"to think of a",8,"to","think","of","a",0.145454545454545
"to try to get",8,"to","try","to","get",0.0769230769230769
"to wake up to",8,"to","wake","up","to",0.135593220338983
"to work on the",8,"to","work","on","the",0.0816326530612245
"to work with the",8,"to","work","with","the",0.0833333333333333
"trying to get the",8,"trying","to","get","the",0.0493827160493827
"two of my favorite",8,"two","of","my","favorite",0.4
"up a copy of",8,"up","a","copy","of",0.888888888888889
"up to me and",8,"up","to","me","and",0.205128205128205
"us a call at",8,"us","a","call","at",0.333333333333333
"used to have a",8,"used","to","have","a",0.307692307692308
"vast majority of the",8,"vast","majority","of","the",0.333333333333333
"very excited to be",8,"very","excited","to","be",0.32
"wait to see my",8,"wait","to","see","my",0.033195020746888
"wake up at am",8,"wake","up","at","am",0.5
"want to do this",8,"want","to","do","this",0.0645161290322581
"want to know about",8,"want","to","know","about",0.062992125984252
"want to tell you",8,"want","to","tell","you",0.421052631578947
"want to think about",8,"want","to","think","about",0.571428571428571
"wanted it to be",8,"wanted","it","to","be",0.470588235294118
"wanted to go to",8,"wanted","to","go","to",0.235294117647059
"wants to be a",8,"wants","to","be","a",0.140350877192982
"was a good one",8,"was","a","good","one",0.073394495412844
"was a time when",8,"was","a","time","when",0.533333333333333
"was able to get",8,"was","able","to","get",0.054421768707483
"was found guilty of",8,"was","found","guilty","of",0.727272727272727
"was going to get",8,"was","going","to","get",0.0283687943262411
"was nice to see",8,"was","nice","to","see",0.363636363636364
"was part of the",8,"was","part","of","the",0.307692307692308
"was the best thing",8,"was","the","best","thing",0.150943396226415
"was when i was",8,"was","when","i","was",0.347826086956522
"way out of the",8,"way","out","of","the",0.333333333333333
"way to end the",8,"way","to","end","the",0.421052631578947
"we'd love to see",8,"we'd","love","to","see",0.186046511627907
"we all have our",8,"we","all","have","our",0.145454545454545
"we are so excited",8,"we","are","so","excited",0.195121951219512
"we are talking about",8,"we","are","talking","about",0.666666666666667
"we are trying to",8,"we","are","trying","to",0.615384615384615
"we are very excited",8,"we","are","very","excited",0.32
"we can make a",8,"we","can","make","a",0.216216216216216
"we don't have any",8,"we","don't","have","any",0.177777777777778
"we have to get",8,"we","have","to","get",0.043010752688172
"we need to hang",8,"we","need","to","hang",0.028169014084507
"week looking forward to",8,"week","looking","forward","to",1
"well i hope you",8,"well","i","hope","you",0.5
"what a great day",8,"what","a","great","day",0.0879120879120879
"what are some of",8,"what","are","some","of",0.444444444444444
"what are you waiting",8,"what","are","you","waiting",0.0372093023255814
"what better way to",8,"what","better","way","to",0.727272727272727
"what do you call",8,"what","do","you","call",0.0254777070063694
"what do you see",8,"what","do","you","see",0.0254777070063694
"what goes around comes",8,"what","goes","around","comes",1
"what i really want",8,"what","i","really","want",0.4
"what i thought was",8,"what","i","thought","was",0.235294117647059
"what in the world",8,"what","in","the","world",0.4
"what it feels like",8,"what","it","feels","like",1
"what it was like",8,"what","it","was","like",0.16
"what makes you beautiful",8,"what","makes","you","beautiful",0.285714285714286
"what they want to",8,"what","they","want","to",0.275862068965517
"what to do in",8,"what","to","do","in",0.050314465408805
"what would i do",8,"what","would","i","do",0.666666666666667
"what you have to",8,"what","you","have","to",0.163265306122449
"whatever you want to",8,"whatever","you","want","to",0.444444444444444
"whats going on in",8,"whats","going","on","in",0.266666666666667
"when are you going",8,"when","are","you","going",0.137931034482759
"when i came back",8,"when","i","came","back",0.275862068965517
"when i get to",8,"when","i","get","to",0.073394495412844
"when i got home",8,"when","i","got","home",0.125
"when i saw it",8,"when","i","saw","it",0.121212121212121
"when i think of",8,"when","i","think","of",0.25
"when i used to",8,"when","i","used","to",0.888888888888889
"where are all the",8,"where","are","all","the",0.615384615384615
"where are you from",8,"where","are","you","from",0.08
"where did you get",8,"where","did","you","get",0.296296296296296
"where in the world",8,"where","in","the","world",0.470588235294118
"where there is a",8,"where","there","is","a",0.235294117647059
"while the rest of",8,"while","the","rest","of",0.727272727272727
"who wants to come",8,"who","wants","to","come",0.0695652173913043
"who will be the",8,"who","will","be","the",0.150943396226415
"who would like to",8,"who","would","like","to",0.8
"why am i so",8,"why","am","i","so",0.1
"why am i still",8,"why","am","i","still",0.1
"why do i always",8,"why","do","i","always",0.170212765957447
"will allow you to",8,"will","allow","you","to",1
"will always love you",8,"will","always","love","you",0.5
"will be giving away",8,"will","be","giving","away",0.533333333333333
"will be interesting to",8,"will","be","interesting","to",0.727272727272727
"will be sure to",8,"will","be","sure","to",1
"will be the best",8,"will","be","the","best",0.0645161290322581
"will be the death",8,"will","be","the","death",0.0645161290322581
"will give you the",8,"will","give","you","the",0.156862745098039
"will we see you",8,"will","we","see","you",0.727272727272727
"will you please follow",8,"will","you","please","follow",0.533333333333333
"wish i would have",8,"wish","i","would","have",0.888888888888889
"wish you the best",8,"wish","you","the","best",0.727272727272727
"with that in mind",8,"with","that","in","mind",0.666666666666667
"woke up with a",8,"woke","up","with","a",0.615384615384615
"would be a better",8,"would","be","a","better",0.0437158469945355
"would be a lot",8,"would","be","a","lot",0.0437158469945355
"would be happy to",8,"would","be","happy","to",0.615384615384615
"would have loved to",8,"would","have","loved","to",0.888888888888889
"would like to know",8,"would","like","to","know",0.0303030303030303
"would like to say",8,"would","like","to","say",0.0303030303030303
"would love to chat",8,"would","love","to","chat",0.0273972602739726
"would love to talk",8,"would","love","to","talk",0.0273972602739726
"would not have been",8,"would","not","have","been",0.235294117647059
"would you be interested",8,"would","you","be","interested",0.333333333333333
"wouldn't be able to",8,"wouldn't","be","able","to",1
"you're having a great",8,"you're","having","a","great",0.333333333333333
"you and i will",8,"you","and","i","will",0.114285714285714
"you are welcome to",8,"you","are","welcome","to",0.258064516129032
"you are what you",8,"you","are","what","you",0.727272727272727
"you can find a",8,"you","can","find","a",0.0987654320987654
"you can see that",8,"you","can","see","that",0.0493827160493827
"you do when you",8,"you","do","when","you",0.533333333333333
"you don't need to",8,"you","don't","need","to",0.228571428571429
"you end up with",8,"you","end","up","with",0.363636363636364
"you follow me i",8,"you","follow","me","i",0.119402985074627
"you for all your",8,"you","for","all","your",0.296296296296296
"you get out of",8,"you","get","out","of",0.8
"you give me a",8,"you","give","me","a",0.333333333333333
"you have a wonderful",8,"you","have","a","wonderful",0.02
"you have to make",8,"you","have","to","make",0.0207792207792208
"you know how it",8,"you","know","how","it",0.0930232558139535
"you know how much",8,"you","know","how","much",0.0930232558139535
"you know i have",8,"you","know","i","have",0.0898876404494382
"you know someone who",8,"you","know","someone","who",0.571428571428571
"you know where to",8,"you","know","where","to",0.285714285714286
"you need to see",8,"you","need","to","see",0.0288808664259928
"you should come to",8,"you","should","come","to",0.444444444444444
"you so so so",8,"you","so","so","so",0.615384615384615
"you thank you for",8,"you","thank","you","for",0.156862745098039
"you to come to",8,"you","to","come","to",0.571428571428571
"you want them to",8,"you","want","them","to",0.571428571428571
"you will get a",8,"you","will","get","a",0.266666666666667
"you won't be able",8,"you","won't","be","able",0.307692307692308
"your chance to win",8,"your","chance","to","win",0.470588235294118
"your customer area now",8,"your","customer","area","now",1
"a bad case of",7,"a","bad","case","of",1
"a beautiful day to",7,"a","beautiful","day","to",0.12280701754386
"a big shout out",7,"a","big","shout","out",1
"a bottle of wine",7,"a","bottle","of","wine",0.127272727272727
"a bunch of people",7,"a","bunch","of","people",0.0384615384615385
"a closer look at",7,"a","closer","look","at",0.583333333333333
"a copy of this",7,"a","copy","of","this",0.0985915492957746
"a deep breath and",7,"a","deep","breath","and",0.333333333333333
"a few days i",7,"a","few","days","i",0.0492957746478873
"a few hours of",7,"a","few","hours","of",0.0909090909090909
"a few of those",7,"a","few","of","those",0.0795454545454545
"a few years later",7,"a","few","years","later",0.0693069306930693
"a force to be",7,"a","force","to","be",0.875
"a full time job",7,"a","full","time","job",0.28
"a good example of",7,"a","good","example","of",0.35
"a good thing i",7,"a","good","thing","i",0.0666666666666667
"a happy new year",7,"a","happy","new","year",0.875
"a hard time getting",7,"a","hard","time","getting",0.127272727272727
"a little more time",7,"a","little","more","time",0.0482758620689655
"a little on the",7,"a","little","on","the",0.583333333333333
"a little over a",7,"a","little","over","a",0.269230769230769
"a long way from",7,"a","long","way","from",0.127272727272727
"a look at what",7,"a","look","at","what",0.0760869565217391
"a lot going on",7,"a","lot","going","on",0.777777777777778
"a lot more to",7,"a","lot","more","to",0.07
"a lot of noise",7,"a","lot","of","noise",0.00625
"a majority of the",7,"a","majority","of","the",0.368421052631579
"a mission to find",7,"a","mission","to","find",0.4375
"a new pair of",7,"a","new","pair","of",0.7
"a new server ready",7,"a","new","server","ready",0.875
"a number of things",7,"a","number","of","things",0.0522388059701493
"a picture of you",7,"a","picture","of","you",0.0642201834862385
"a quick and easy",7,"a","quick","and","easy",0.7
"a sense of the",7,"a","sense","of","the",0.0795454545454545
"a short period of",7,"a","short","period","of",1
"a sign of the",7,"a","sign","of","the",0.241379310344828
"a small number of",7,"a","small","number","of",0.777777777777778
"a thing or two",7,"a","thing","or","two",0.875
"a third of the",7,"a","third","of","the",0.5
"a variety of ways",7,"a","variety","of","ways",0.0843373493975904
"a way of life",7,"a","way","of","life",0.116666666666667
"a while and then",7,"a","while","and","then",0.194444444444444
"a whole new level",7,"a","whole","new","level",0.148936170212766
"a work of art",7,"a","work","of","art",0.5
"a year old man",7,"a","year","old","man",0.0614035087719298
"a year or two",7,"a","year","or","two",0.28
"about being able to",7,"about","being","able","to",1
"about some of the",7,"about","some","of","the",0.777777777777778
"according to the report",7,"according","to","the","report",0.0476190476190476
"all it takes is",7,"all","it","takes","is",0.466666666666667
"all of our new",7,"all","of","our","new",0.0760869565217391
"all of the above",7,"all","of","the","above",0.0221518987341772
"all part of the",7,"all","part","of","the",0.636363636363636
"all the way down",7,"all","the","way","down",0.0397727272727273
"along the way and",7,"along","the","way","and",0.1
"always be there for",7,"always","be","there","for",0.538461538461538
"always wanted to be",7,"always","wanted","to","be",0.184210526315789
"am going to do",7,"am","going","to","do",0.04
"am i going to",7,"am","i","going","to",0.636363636363636
"am pretty sure i",7,"am","pretty","sure","i",0.388888888888889
"am so glad i",7,"am","so","glad","i",0.466666666666667
"am still working on",7,"am","still","working","on",0.636363636363636
"am who i am",7,"am","who","i","am",1
"amazing i love you",7,"amazing","i","love","you",0.583333333333333
"an hour or two",7,"an","hour","or","two",0.304347826086957
"an idea of how",7,"an","idea","of","how",0.411764705882353
"and a pair of",7,"and","a","pair","of",1
"and a whole lot",7,"and","a","whole","lot",0.368421052631579
"and as much as",7,"and","as","much","as",0.7
"and as well as",7,"and","as","well","as",0.636363636363636
"and best of all",7,"and","best","of","all",0.636363636363636
"and don't forget to",7,"and","don't","forget","to",0.4375
"and gave me a",7,"and","gave","me","a",0.4375
"and get on with",7,"and","get","on","with",0.7
"and happy new year",7,"and","happy","new","year",1
"and he told me",7,"and","he","told","me",0.7
"and here i am",7,"and","here","i","am",0.5
"and here is the",7,"and","here","is","the",0.28
"and how much i",7,"and","how","much","i",0.233333333333333
"and i am a",7,"and","i","am","a",0.0294117647058824
"and i am going",7,"and","i","am","going",0.0294117647058824
"and i did not",7,"and","i","did","not",0.205882352941176
"and i don't think",7,"and","i","don't","think",0.0714285714285714
"and i dont like",7,"and","i","dont","like",0.127272727272727
"and i dont think",7,"and","i","dont","think",0.127272727272727
"and i have had",7,"and","i","have","had",0.0301724137931034
"and i have the",7,"and","i","have","the",0.0301724137931034
"and i made a",7,"and","i","made","a",0.25
"and i thought it",7,"and","i","thought","it",0.205882352941176
"and i try to",7,"and","i","try","to",0.777777777777778
"and i used to",7,"and","i","used","to",0.5
"and i will get",7,"and","i","will","get",0.0451612903225806
"and if you do",7,"and","if","you","do",0.0625
"and if you have",7,"and","if","you","have",0.0625
"and listen to the",7,"and","listen","to","the",0.225806451612903
"and listening to the",7,"and","listening","to","the",0.241379310344828
"and more and more",7,"and","more","and","more",0.583333333333333
"and most of the",7,"and","most","of","the",0.212121212121212
"and no matter how",7,"and","no","matter","how",0.7
"and not in a",7,"and","not","in","a",0.411764705882353
"and on wednesday at",7,"and","on","wednesday","at",1
"and one of my",7,"and","one","of","my",0.127272727272727
"and over and over",7,"and","over","and","over",0.7
"and see what we",7,"and","see","what","we",0.170731707317073
"and take a look",7,"and","take","a","look",0.333333333333333
"and that is what",7,"and","that","is","what",0.0736842105263158
"and the importance of",7,"and","the","importance","of",0.875
"and the opportunity to",7,"and","the","opportunity","to",1
"and this is what",7,"and","this","is","what",0.0752688172043011
"and trying to get",7,"and","trying","to","get",0.170731707317073
"and we decided to",7,"and","we","decided","to",0.777777777777778
"and we hope you",7,"and","we","hope","you",0.538461538461538
"and we love you",7,"and","we","love","you",0.368421052631579
"and you can see",7,"and","you","can","see",0.0813953488372093
"and you need to",7,"and","you","need","to",0.875
"and you will get",7,"and","you","will","get",0.0958904109589041
"and you will have",7,"and","you","will","have",0.0958904109589041
"anything i can do",7,"anything","i","can","do",0.777777777777778
"appeared to be a",7,"appeared","to","be","a",0.466666666666667
"appears to be a",7,"appears","to","be","a",0.148936170212766
"are going to do",7,"are","going","to","do",0.0304347826086957
"are going to make",7,"are","going","to","make",0.0304347826086957
"are going to the",7,"are","going","to","the",0.0304347826086957
"are having a great",7,"are","having","a","great",0.155555555555556
"are in the works",7,"are","in","the","works",0.0660377358490566
"are meant to be",7,"are","meant","to","be",0.388888888888889
"are one of my",7,"are","one","of","my",0.225806451612903
"are so excited to",7,"are","so","excited","to",0.583333333333333
"are so many things",7,"are","so","many","things",0.0985915492957746
"are so much fun",7,"are","so","much","fun",0.538461538461538
"are the ones that",7,"are","the","ones","that",0.225806451612903
"are the ones who",7,"are","the","ones","who",0.225806451612903
"are trying to get",7,"are","trying","to","get",0.137254901960784
"around the outside of",7,"around","the","outside","of",1
"around the world and",7,"around","the","world","and",0.0769230769230769
"as a means to",7,"as","a","means","to",0.7
"as a result i",7,"as","a","result","i",0.0673076923076923
"as a result the",7,"as","a","result","the",0.0673076923076923
"as a sort of",7,"as","a","sort","of",1
"as i type this",7,"as","i","type","this",0.636363636363636
"as long as you're",7,"as","long","as","you're",0.0309734513274336
"as much as it",7,"as","much","as","it",0.0255474452554745
"as much as they",7,"as","much","as","they",0.0255474452554745
"as one of my",7,"as","one","of","my",0.127272727272727
"as opposed to the",7,"as","opposed","to","the",0.189189189189189
"as well as their",7,"as","well","as","their",0.0145228215767635
"as you can tell",7,"as","you","can","tell",0.0654205607476635
"asked if i could",7,"asked","if","i","could",0.318181818181818
"asked if she could",7,"asked","if","she","could",0.7
"at least i got",7,"at","least","i","got",0.0864197530864197
"at least i know",7,"at","least","i","know",0.0864197530864197
"at least in the",7,"at","least","in","the",0.28
"at least of the",7,"at","least","of","the",0.636363636363636
"at me and said",7,"at","me","and","said",0.184210526315789
"at one of my",7,"at","one","of","my",0.194444444444444
"at that moment i",7,"at","that","moment","i",0.318181818181818
"at the core of",7,"at","the","core","of",0.875
"at the cost of",7,"at","the","cost","of",0.777777777777778
"at the foot of",7,"at","the","foot","of",1
"at the post office",7,"at","the","post","office",0.636363636363636
"at the sight of",7,"at","the","sight","of",0.777777777777778
"at the wallingford ct",7,"at","the","wallingford","ct",1
"at this point i'm",7,"at","this","point","i'm",0.0469798657718121
"at this point the",7,"at","this","point","the",0.0469798657718121
"at this point we",7,"at","this","point","we",0.0469798657718121
"at this stage of",7,"at","this","stage","of",0.388888888888889
"back and forth in",7,"back","and","forth","in",0.0985915492957746
"back from the dead",7,"back","from","the","dead",0.189189189189189
"back into the swing",7,"back","into","the","swing",0.12280701754386
"back on the road",7,"back","on","the","road",0.104477611940299
"back to where i",7,"back","to","where","i",0.538461538461538
"back to work i",7,"back","to","work","i",0.106060606060606
"be a good fit",7,"be","a","good","fit",0.0419161676646707
"be a good way",7,"be","a","good","way",0.0419161676646707
"be a great time",7,"be","a","great","time",0.0804597701149425
"be great to see",7,"be","great","to","see",0.318181818181818
"be the best thing",7,"be","the","best","thing",0.0736842105263158
"be who you are",7,"be","who","you","are",0.875
"beautiful day in the",7,"beautiful","day","in","the",0.35
"because he is a",7,"because","he","is","a",0.25
"because i don't have",7,"because","i","don't","have",0.25
"because i don't want",7,"because","i","don't","want",0.25
"because they do not",7,"because","they","do","not",0.777777777777778
"been a part of",7,"been","a","part","of",1
"been doing a lot",7,"been","doing","a","lot",0.5
"been wanting to try",7,"been","wanting","to","try",0.291666666666667
"before i go to",7,"before","i","go","to",0.333333333333333
"best of both worlds",7,"best","of","both","worlds",1
"big of a deal",7,"big","of","a","deal",0.466666666666667
"bottom of the th",7,"bottom","of","the","th",0.0945945945945946
"bout to go to",7,"bout","to","go","to",0.368421052631579
"but as long as",7,"but","as","long","as",1
"but at least i'm",7,"but","at","least","i'm",0.12962962962963
"but at some point",7,"but","at","some","point",1
"but i'll take it",7,"but","i'll","take","it",0.777777777777778
"but i am going",7,"but","i","am","going",0.048951048951049
"but i did get",7,"but","i","did","get",0.12280701754386
"but i don't have",7,"but","i","don't","have",0.0625
"but i don't wanna",7,"but","i","don't","wanna",0.0625
"but i have been",7,"but","i","have","been",0.0451612903225806
"but i know i",7,"but","i","know","i",0.102941176470588
"but i like the",7,"but","i","like","the",0.205882352941176
"but i love my",7,"but","i","love","my",0.112903225806452
"but i love you",7,"but","i","love","you",0.112903225806452
"but i would like",7,"but","i","would","like",0.212121212121212
"but it seems to",7,"but","it","seems","to",0.318181818181818
"but that doesnt mean",7,"but","that","doesnt","mean",0.5
"but there are a",7,"but","there","are","a",0.106060606060606
"but when it comes",7,"but","when","it","comes",0.388888888888889
"buy one get one",7,"buy","one","get","one",0.777777777777778
"by click on the",7,"by","click","on","the",0.875
"call me crazy but",7,"call","me","crazy","but",0.7
"came up to me",7,"came","up","to","me",0.7
"can't get enough of",7,"can't","get","enough","of",0.583333333333333
"can't stop listening to",7,"can't","stop","listening","to",0.875
"can't wait for tomorrow",7,"can't","wait","for","tomorrow",0.0360824742268041
"can't wait to check",7,"can't","wait","to","check",0.0137795275590551
"can't wait to do",7,"can't","wait","to","do",0.0137795275590551
"can be a bit",7,"can","be","a","bit",0.0707070707070707
"can be used as",7,"can","be","used","as",0.189189189189189
"can i have a",7,"can","i","have","a",0.269230769230769
"can keep up with",7,"can","keep","up","with",0.7
"can make that happen",7,"can","make","that","happen",0.636363636363636
"can not wait to",7,"can","not","wait","to",0.4375
"can only hope that",7,"can","only","hope","that",0.5
"can we interview you",7,"can","we","interview","you",0.875
"ceases to amaze me",7,"ceases","to","amaze","me",0.875
"centers for disease control",7,"centers","for","disease","control",1
"check it out for",7,"check","it","out","for",0.0358974358974359
"check it out on",7,"check","it","out","on",0.0358974358974359
"check us out at",7,"check","us","out","at",0.145833333333333
"clear to me that",7,"clear","to","me","that",0.636363636363636
"come on you know",7,"come","on","you","know",0.583333333333333
"come out and support",7,"come","out","and","support",0.2
"coming out of the",7,"coming","out","of","the",0.2
"coming up on the",7,"coming","up","on","the",0.388888888888889
"congrats to all the",7,"congrats","to","all","the",0.388888888888889
"copy of this book",7,"copy","of","this","book",0.5
"country in the world",7,"country","in","the","world",0.4375
"crazy but here's my",7,"crazy","but","here's","my",0.777777777777778
"day to all of",7,"day","to","all","of",0.132075471698113
"days of the week",7,"days","of","the","week",0.25
"decided to go to",7,"decided","to","go","to",0.189189189189189
"did i know that",7,"did","i","know","that",0.466666666666667
"did i miss this",7,"did","i","miss","this",0.28
"did you go to",7,"did","you","go","to",0.538461538461538
"did you see that",7,"did","you","see","that",0.134615384615385
"did you think of",7,"did","you","think","of",0.28
"didn't even know what",7,"didn't","even","know","what",0.333333333333333
"didn't get to see",7,"didn't","get","to","see",0.225806451612903
"do a good job",7,"do","a","good","job",0.875
"do me a favor",7,"do","me","a","favor",0.583333333333333
"do that all the",7,"do","that","all","the",0.875
"do you call a",7,"do","you","call","a",0.7
"do you know of",7,"do","you","know","of",0.0409356725146199
"does not need to",7,"does","not","need","to",0.583333333333333
"does that mean i",7,"does","that","mean","i",0.159090909090909
"does this mean that",7,"does","this","mean","that",0.21875
"doesnt have to be",7,"doesnt","have","to","be",0.4375
"doesnt seem to be",7,"doesnt","seem","to","be",0.7
"don't care about the",7,"don't","care","about","the",0.269230769230769
"don't even know who",7,"don't","even","know","who",0.12962962962963
"don't give up on",7,"don't","give","up","on",0.318181818181818
"don't need to be",7,"don't","need","to","be",0.194444444444444
"don't wanna go to",7,"don't","wanna","go","to",0.466666666666667
"don't want to see",7,"don't","want","to","see",0.0316742081447964
"dont know why i",7,"dont","know","why","i",0.304347826086957
"dynamic ip pptpltpsstp server",7,"dynamic","ip","pptpltpsstp","server",1
"each other in the",7,"each","other","in","the",0.241379310344828
"easier said than done",7,"easier","said","than","done",0.875
"easy to make and",7,"easy","to","make","and",0.411764705882353
"else in the world",7,"else","in","the","world",0.388888888888889
"end of the night",7,"end","of","the","night",0.0191256830601093
"end of the season",7,"end","of","the","season",0.0191256830601093
"end of the semester",7,"end","of","the","semester",0.0191256830601093
"end of the story",7,"end","of","the","story",0.0191256830601093
"enough to make a",7,"enough","to","make","a",0.269230769230769
"even know what to",7,"even","know","what","to",0.269230769230769
"every one of you",7,"every","one","of","you",0.233333333333333
"everyone that came out",7,"everyone","that","came","out",0.777777777777778
"excited about the new",7,"excited","about","the","new",0.225806451612903
"excited to be a",7,"excited","to","be","a",0.0933333333333333
"excited to be working",7,"excited","to","be","working",0.0933333333333333
"excuse me while i",7,"excuse","me","while","i",1
"fact that i have",7,"fact","that","i","have",0.107692307692308
"fact that i was",7,"fact","that","i","was",0.107692307692308
"fact that it is",7,"fact","that","it","is",0.35
"fact that there is",7,"fact","that","there","is",0.7
"fallen in love with",7,"fallen","in","love","with",0.583333333333333
"far away from the",7,"far","away","from","the",0.259259259259259
"favorite things to do",7,"favorite","things","to","do",0.777777777777778
"feel bad for the",7,"feel","bad","for","the",0.259259259259259
"feel free to ask",7,"feel","free","to","ask",0.0625
"feel free to leave",7,"feel","free","to","leave",0.0625
"feel like i'm in",7,"feel","like","i'm","in",0.134615384615385
"feel like part of",7,"feel","like","part","of",1
"feels so good to",7,"feels","so","good","to",0.411764705882353
"felt the need to",7,"felt","the","need","to",1
"figure out a way",7,"figure","out","a","way",0.777777777777778
"first day of school",7,"first","day","of","school",0.0958904109589041
"first of all i",7,"first","of","all","i",0.205882352941176
"first time i saw",7,"first","time","i","saw",0.104477611940299
"follow me so i",7,"follow","me","so","i",0.583333333333333
"follow my new account",7,"follow","my","new","account",0.35
"for a bit of",7,"for","a","bit","of",0.127272727272727
"for a great cause",7,"for","a","great","cause",0.0958904109589041
"for a moment and",7,"for","a","moment","and",0.152173913043478
"for a moment i",7,"for","a","moment","i",0.152173913043478
"for a new car",7,"for","a","new","car",0.0752688172043011
"for a week and",7,"for","a","week","and",0.134615384615385
"for a year old",7,"for","a","year","old",0.14
"for all to see",7,"for","all","to","see",0.636363636363636
"for at least hours",7,"for","at","least","hours",0.12962962962963
"for better or worse",7,"for","better","or","worse",1
"for half an hour",7,"for","half","an","hour",1
"for long periods of",7,"for","long","periods","of",1
"for me it was",7,"for","me","it","was",0.25
"for me when i",7,"for","me","when","i",0.538461538461538
"for more information about",7,"for","more","information","about",0.11864406779661
"for more information on",7,"for","more","information","on",0.11864406779661
"for some reason my",7,"for","some","reason","my",0.0608695652173913
"for some time now",7,"for","some","time","now",0.269230769230769
"for taking the time",7,"for","taking","the","time",0.7
"for the first few",7,"for","the","first","few",0.0251798561151079
"for the follow i'm",7,"for","the","follow","i'm",0.014957264957265
"for the good of",7,"for","the","good","of",0.318181818181818
"for the last few",7,"for","the","last","few",0.0714285714285714
"for the love of",7,"for","the","love","of",0.14
"for the mention and",7,"for","the","mention","and",0.0769230769230769
"for the past two",7,"for","the","past","two",0.0853658536585366
"for the re tweet",7,"for","the","re","tweet",0.7
"for the same reason",7,"for","the","same","reason",0.291666666666667
"for the st time",7,"for","the","st","time",0.4375
"for you to come",7,"for","you","to","come",0.0583333333333333
"for you to do",7,"for","you","to","do",0.0583333333333333
"forget to check out",7,"forget","to","check","out",0.583333333333333
"forward to connecting with",7,"forward","to","connecting","with",0.5
"free comic book day",7,"free","comic","book","day",1
"free to email me",7,"free","to","email","me",0.875
"from all of us",7,"from","all","of","us",0.333333333333333
"from pm to pm",7,"from","pm","to","pm",0.4375
"from the beginning of",7,"from","the","beginning","of",0.205882352941176
"from the bottom of",7,"from","the","bottom","of",0.466666666666667
"from the get go",7,"from","the","get","go",0.875
"from the point of",7,"from","the","point","of",0.7
"from the university of",7,"from","the","university","of",0.777777777777778
"front of me i",7,"front","of","me","i",0.12280701754386
"get a new one",7,"get","a","new","one",0.189189189189189
"get away from the",7,"get","away","from","the",0.333333333333333
"get caught up in",7,"get","caught","up","in",0.5
"get out of here",7,"get","out","of","here",0.0526315789473684
"get out of it",7,"get","out","of","it",0.0526315789473684
"get to see it",7,"get","to","see","it",0.111111111111111
"get to see you",7,"get","to","see","you",0.111111111111111
"get to the point",7,"get","to","the","point",0.0843373493975904
"getting in the way",7,"getting","in","the","way",0.538461538461538
"getting ready for my",7,"getting","ready","for","my",0.0603448275862069
"give me a shout",7,"give","me","a","shout",0.0804597701149425
"give me a shoutout",7,"give","me","a","shoutout",0.0804597701149425
"give up on me",7,"give","up","on","me",0.205882352941176
"glad i got to",7,"glad","i","got","to",0.5
"glad you like the",7,"glad","you","like","the",0.194444444444444
"glass of wine and",7,"glass","of","wine","and",0.25
"go back in time",7,"go","back","in","time",0.777777777777778
"go out to the",7,"go","out","to","the",0.189189189189189
"go to school tomorrow",7,"go","to","school","tomorrow",0.148936170212766
"go to sleep i",7,"go","to","sleep","i",0.0707070707070707
"go to the movies",7,"go","to","the","movies",0.0299145299145299
"go with the flow",7,"go","with","the","flow",0.241379310344828
"going to be awesome",7,"going","to","be","awesome",0.00938337801608579
"going to be doing",7,"going","to","be","doing",0.00938337801608579
"going to be like",7,"going","to","be","like",0.00938337801608579
"going to be okay",7,"going","to","be","okay",0.00938337801608579
"going to make the",7,"going","to","make","the",0.1
"going to need a",7,"going","to","need","a",0.269230769230769
"going to take some",7,"going","to","take","some",0.11864406779661
"going to take the",7,"going","to","take","the",0.11864406779661
"going to the movies",7,"going","to","the","movies",0.0476190476190476
"going to watch the",7,"going","to","watch","the",0.291666666666667
"good luck on the",7,"good","luck","on","the",0.291666666666667
"good luck on your",7,"good","luck","on","your",0.291666666666667
"good luck to all",7,"good","luck","to","all",0.152173913043478
"good luck with that",7,"good","luck","with","that",0.241379310344828
"good to be home",7,"good","to","be","home",0.142857142857143
"great day for a",7,"great","day","for","a",0.28
"great meeting you at",7,"great","meeting","you","at",0.233333333333333
"great minds think alike",7,"great","minds","think","alike",0.875
"guess i need to",7,"guess","i","need","to",0.583333333333333
"guess you could say",7,"guess","you","could","say",0.636363636363636
"had no idea how",7,"had","no","idea","how",0.0760869565217391
"happens to be a",7,"happens","to","be","a",0.233333333333333
"happy birthday to one",7,"happy","birthday","to","one",0.0538461538461538
"happy holidays to all",7,"happy","holidays","to","all",0.7
